,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
5143,5143,a2866,b301,trevor jackson presents: science fiction dancehall classics,various artists,Oct 2 2015,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
5144,5144,a2866,b3178,trevor jackson presents: science fiction dancehall classics,various artists,Oct 2 2015,quality control: control the streets volume 1,various artists,Dec 8 2017
5145,5145,a2866,b320,trevor jackson presents: science fiction dancehall classics,various artists,Oct 2 2015,i'll be home for christmas,various artists,Nov 24 2014
5146,5146,a2866,b321,trevor jackson presents: science fiction dancehall classics,various artists,Oct 2 2015,shady xv,various artists,Nov 24 2014
5147,5147,a2867,b907,i worship chaos,children of bodom,Oct 2 2015,i worship chaos,children of bodom,Oct 2 2015
5148,5148,a2867,b912,i worship chaos,children of bodom,Oct 2 2015,zipper down,eagles of death metal,Oct 2 2015
5149,5149,a2868,b918,south broadway athletic club,the bottle rockets,Oct 2 2015,future nostalgia,the sheepdogs,Oct 2 2015
5150,5150,a2868,b919,south broadway athletic club,the bottle rockets,Oct 2 2015,chemicals,the shoes,Oct 2 2015
5151,5151,a2868,b922,south broadway athletic club,the bottle rockets,Oct 2 2015,hot streak,the winery dogs,Oct 2 2015
5152,5152,a287,b3017,thrice woven,wolves in the throne room,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017
5153,5153,a287,b3023,thrice woven,wolves in the throne room,Sep 22 2017,v,the horrors,Sep 22 2017
5154,5154,a287,b3024,thrice woven,wolves in the throne room,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017
5155,5155,a2871,b881,every open eye,chvrches,Sep 25 2015,every open eye,chvrches,Sep 25 2015
5156,5156,a2872,b895,rub,peaches,Sep 25 2015,rub,peaches,Sep 25 2015
5157,5157,a2873,b2734,music complete,new order,Sep 25 2015,nomc15,new order,May 26 2017
5158,5158,a2873,b892,music complete,new order,Sep 25 2015,music complete,new order,Sep 25 2015
5159,5159,a2874,b2448,have you in my wilderness,julia holter,Sep 25 2015,in the same room,julia holter,Mar 31 2017
5160,5160,a2874,b888,have you in my wilderness,julia holter,Sep 25 2015,have you in my wilderness,julia holter,Sep 25 2015
5161,5161,a2875,b890,b'lieve i'm goin' down,kurt vile,Sep 25 2015,b'lieve i'm goin down...,kurt vile,Sep 25 2015
5162,5162,a2876,b901,savage hills ballroom,youth lagoon,Sep 25 2015,savage hills ballroom,youth lagoon,Sep 25 2015
5163,5163,a2877,b1522,caracal,disclosure,Sep 25 2015,moog for love,disclosure,Jun 15 2016
5164,5164,a2877,b884,caracal,disclosure,Sep 25 2015,caracal,disclosure,Sep 25 2015
5165,5165,a288,b3017,wonderful wonderful,the killers,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017
5166,5166,a288,b3023,wonderful wonderful,the killers,Sep 22 2017,v,the horrors,Sep 22 2017
5167,5167,a288,b3024,wonderful wonderful,the killers,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017
5168,5168,a2882,b883,dodge and burn,the dead weather,Sep 25 2015,dodge and burn,the dead weather,Sep 25 2015
5169,5169,a2883,b885,fetty wap,fetty wap,Sep 25 2015,fetty wap,fetty wap,Sep 25 2015
5170,5170,a2886,b2676,ugly cherries,pwr bttm,Sep 25 2015,pageant,pwr bttm,May 12 2017
5171,5171,a2887,b893,permanence,no devotion,Sep 25 2015,permanence,no devotion,Sep 25 2015
5172,5172,a2888,b897,better nature,silversun pickups,Sep 25 2015,better nature,silversun pickups,Sep 25 2015
5173,5173,a2889,b879,big grams [ep],big grams,Sep 25 2015,big grams,big grams (big boi and phantogram),Sep 25 2015
5174,5174,a289,b3019,haiku from zero,cut copy,Sep 22 2017,haiku from zero,cut copy,Sep 22 2017
5175,5175,a2890,b883,from here,stick in the wheel,Sep 25 2015,dodge and burn,the dead weather,Sep 25 2015
5176,5176,a2891,b887,innocence & decadence,graveyard,Sep 25 2015,innocence & decadence,graveyard,Sep 25 2015
5177,5177,a2892,b263,meow the jewels,run the jewels,Sep 25 2015,run the jewels 2,run the jewels,Oct 28 2014
5178,5178,a2892,b883,meow the jewels,run the jewels,Sep 25 2015,dodge and burn,the dead weather,Sep 25 2015
5179,5179,a2893,b883,harmlessness,the world is a beautiful place & i am no longer afraid to die,Sep 25 2015,dodge and burn,the dead weather,Sep 25 2015
5180,5180,a2893,b893,harmlessness,the world is a beautiful place & i am no longer afraid to die,Sep 25 2015,permanence,no devotion,Sep 25 2015
5181,5181,a2894,b3042,uncovered,shawn colvin,Sep 25 2015,uncovered,robin schulz,Sep 29 2017
5182,5182,a2898,b883,"times infinity, vol. 1",the dears,Sep 25 2015,dodge and burn,the dead weather,Sep 25 2015
5183,5183,a29,b3172,"how to solve our human problems, pt. 1 [ep]",belle and sebastian,Dec 8 2017,double or nothing,big sean and metro boomin,Dec 8 2017
5184,5184,a29,b364,"how to solve our human problems, pt. 1 [ep]",belle and sebastian,Dec 8 2017,girls in peacetime want to dance,belle and sebastian,Jan 20 2015
5185,5185,a290,b3016,hiss spun,chelsea wolfe,Sep 22 2017,hiss spun,chelsea wolfe,Sep 22 2017
5186,5186,a290,b763,hiss spun,chelsea wolfe,Sep 22 2017,abyss,chelsea wolfe,Aug 7 2015
5187,5187,a2900,b2715,evermore: the art of duality,the underachievers,Sep 25 2015,renaissance,the underachievers,May 19 2017
5188,5188,a2900,b883,evermore: the art of duality,the underachievers,Sep 25 2015,dodge and burn,the dead weather,Sep 25 2015
5189,5189,a2900,b886,evermore: the art of duality,the underachievers,Sep 25 2015,space 1992: rise of the chaos wizards,gloryhammer,Sep 25 2015
5190,5190,a2902,b114,1989,ryan adams,Sep 21 2015,ryan adams,ryan adams,Sep 8 2014
5191,5191,a2902,b2238,1989,ryan adams,Sep 21 2015,prisoner,ryan adams,Feb 17 2017
5192,5192,a2902,b255,1989,ryan adams,Sep 21 2015,1989,taylor swift,Oct 27 2014
5193,5193,a2903,b878,what a time to be alive [mixtape],drake & future,Sep 20 2015,what a time to be alive,drake & future,Sep 20 2015
5194,5194,a2904,b853,la di da di,battles,Sep 18 2015,la di da di,battles,Sep 18 2015
5195,5195,a2905,b865,crosseyed heart,keith richards,Sep 18 2015,crosseyed heart,keith richards,Sep 18 2015
5196,5196,a2909,b859,rattle that lock,david gilmour,Sep 18 2015,digital vein,david cook,Sep 18 2015
5197,5197,a2909,b860,rattle that lock,david gilmour,Sep 18 2015,rattle that lock,david gilmour,Sep 18 2015
5198,5198,a2911,b870,pagans in vegas,metric,Sep 18 2015,pagans in vegas,metric,Sep 18 2015
5199,5199,a2914,b857,higher truth,chris cornell,Sep 18 2015,higher truth,chris cornell,Sep 18 2015
5200,5200,a2915,b871,panic stations,motion city soundtrack,Sep 18 2015,panic stations,motion city soundtrack,Sep 18 2015
5201,5201,a2916,b1718,go:od am,mac miller,Sep 18 2015,the divine feminine,mac miller,Sep 16 2016
5202,5202,a2916,b868,go:od am,mac miller,Sep 18 2015,go:od am,mac miller,Sep 18 2015
5203,5203,a2919,b874,songs to play,robert forster,Sep 18 2015,in the cards,robert delong,Sep 18 2015
5204,5204,a292,b3022,luciferian towers,godspeed you! black emperor,Sep 22 2017,luciferian towers,godspeed you! black emperor,Sep 22 2017
5205,5205,a292,b499,luciferian towers,godspeed you! black emperor,Sep 22 2017,"asunder, sweet and other distress",godspeed you! black emperor,Mar 31 2015
5206,5206,a2920,b2900,honeymoon,lana del rey,Sep 18 2015,lust for life,lana del rey,Jul 21 2017
5207,5207,a2920,b867,honeymoon,lana del rey,Sep 18 2015,honeymoon,lana del rey,Sep 18 2015
5208,5208,a2922,b854,"imani, vol. 1",blackalicious,Sep 18 2015,imani vol. 1,blackalicious,Sep 18 2015
5209,5209,a2930,b856,a raw youth,le butcherettes,Sep 18 2015,a raw youth,le butcherettes,Sep 18 2015
5210,5210,a2934,b877,mothers,swim deep,Sep 18 2015,mothers,swim deep,Sep 19 2015
5211,5211,a2935,b875,threat to survival,shinedown,Sep 18 2015,threat to survival,shinedown,Sep 18 2015
5212,5212,a294,b1132,ununiform,tricky,Sep 22 2017,skilled mechanics,tricky,Jan 22 2016
5213,5213,a2940,b852,long live,atreyu,Sep 18 2015,long live,atreyu,Sep 18 2015
5214,5214,a2941,b861,back on top,the front bottoms,Sep 18 2015,back on top,the front bottoms,Sep 18 2015
5215,5215,a2946,b863,strangers again,judy collins,Sep 18 2015,strangers again,judy collins,Sep 18 2015
5216,5216,a2947,b2828,slime season [mixtape],young thug,Sep 16 2015,beautiful thugger girls,young thug,Jun 16 2017
5217,5217,a2947,b552,slime season [mixtape],young thug,Sep 16 2015,barter 6,young thug,Apr 17 2015
5218,5218,a2949,b792,i cry when i laugh,jess glynne,Sep 11 2015,i cry when i laugh,jess glynne,Aug 21 2015
5219,5219,a295,b3017,cryptoriana: the seductiveness of decay,cradle of filth,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017
5220,5220,a295,b3018,cryptoriana: the seductiveness of decay,cradle of filth,Sep 22 2017,cryptoriana – the seductiveness of decay,cradle of filth,Sep 22 2017
5221,5221,a295,b713,cryptoriana: the seductiveness of decay,cradle of filth,Sep 22 2017,hammer of the witches,cradle of filth,Jul 10 2015
5222,5222,a2950,b837,paper gods,duran duran,Sep 11 2015,paper gods,duran duran,Sep 11 2015
5223,5223,a2951,b833,"no, no, no",beirut,Sep 11 2015,no no no,beirut,Sep 11 2015
5224,5224,a2952,b846,ones and sixes,low,Sep 11 2015,ones and sixes,low,Sep 11 2015
5225,5225,a2953,b835,good sad happy bad,micachu & the shapes,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015
5226,5226,a2953,b838,good sad happy bad,micachu & the shapes,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5227,5227,a2953,b845,good sad happy bad,micachu & the shapes,Sep 11 2015,anthems for doomed youth,the libertines,Sep 11 2015
5228,5228,a2954,b3111,keep the village alive,stereophonics,Sep 11 2015,scream above the sounds,stereophonics,Oct 27 2017
5229,5229,a2954,b849,keep the village alive,stereophonics,Sep 11 2015,keep the village alive,stereophonics,Sep 11 2015
5230,5230,a2955,b835,anthems for doomed youth,the libertines,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015
5231,5231,a2955,b838,anthems for doomed youth,the libertines,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5232,5232,a2955,b845,anthems for doomed youth,the libertines,Sep 11 2015,anthems for doomed youth,the libertines,Sep 11 2015
5233,5233,a2956,b848,repentless,slayer,Sep 11 2015,repentless,slayer,Sep 11 2015
5234,5234,a2958,b2396,faith in the future,craig finn,Sep 11 2015,we all want the same things,craig finn,Mar 24 2017
5235,5235,a2961,b834,so there,ben folds,Sep 11 2015,so there,ben folds,Sep 11 2015
5236,5236,a2962,b842,love + war,kwabs,Sep 11 2015,love + war,kwabs,Sep 11 2015
5237,5237,a2964,b835,that's the spirit,bring me the horizon,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015
5238,5238,a2964,b838,that's the spirit,bring me the horizon,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5239,5239,a2964,b845,that's the spirit,bring me the horizon,Sep 11 2015,anthems for doomed youth,the libertines,Sep 11 2015
5240,5240,a2965,b835,ropewalk,the view,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015
5241,5241,a2965,b838,ropewalk,the view,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5242,5242,a2965,b845,ropewalk,the view,Sep 11 2015,anthems for doomed youth,the libertines,Sep 11 2015
5243,5243,a2967,b840,90059,jay rock,Sep 11 2015,90059,jay rock,Sep 11 2015
5244,5244,a2968,b838,hollywood vampires,hollywood vampires,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5245,5245,a2969,b835,gone by the dawn,shannon and the clams,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015
5246,5246,a2969,b838,gone by the dawn,shannon and the clams,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5247,5247,a2969,b845,gone by the dawn,shannon and the clams,Sep 11 2015,anthems for doomed youth,the libertines,Sep 11 2015
5248,5248,a2971,b835,the southern surreal,the legendary shack shakers,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015
5249,5249,a2971,b838,the southern surreal,the legendary shack shakers,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015
5250,5250,a2971,b845,the southern surreal,the legendary shack shakers,Sep 11 2015,anthems for doomed youth,the libertines,Sep 11 2015
5251,5251,a2972,b1065,hitnrun: phase one,prince,Sep 7 2015,hit n run phase two,prince,Dec 12 2015
5252,5252,a2972,b178,hitnrun: phase one,prince,Sep 7 2015,art official age,prince,Sep 30 2014
5253,5253,a2972,b1980,hitnrun: phase one,prince,Sep 7 2015,4ever,prince,Nov 22 2016
5254,5254,a2972,b832,hitnrun: phase one,prince,Sep 7 2015,hit n run phase one,prince,Sep 7 2015
5255,5255,a2973,b3017,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,music for the age of miracles,the clientele,Sep 22 2017
5256,5256,a2973,b820,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015
5257,5257,a2973,b822,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,the book of souls,iron maiden,Sep 4 2015
5258,5258,a2973,b831,alone & unreal: the best of the clientele [deluxe edition],the clientele,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015
5259,5259,a2974,b825,what the world needs now,public image ltd.,Sep 4 2015,what the world needs now...,public image ltd,Sep 4 2015
5260,5260,a2979,b822,the book of souls,iron maiden,Sep 4 2015,the book of souls,iron maiden,Sep 4 2015
5261,5261,a298,b3020,the spark,enter shikari,Sep 22 2017,the spark,enter shikari,Sep 22 2017
5262,5262,a298,b367,the spark,enter shikari,Sep 22 2017,the mindsweep,enter shikari,Jan 20 2015
5263,5263,a2980,b820,"yours, dreamily",the arcs,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015
5264,5264,a2980,b831,"yours, dreamily",the arcs,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015
5265,5265,a2981,b820,the night creeper,uncle acid and the deadbeats,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015
5266,5266,a2981,b831,the night creeper,uncle acid and the deadbeats,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015
5267,5267,a2984,b1707,23 live sex acts [live],against me!,Sep 4 2015,shape shift with me,against me!,Sep 16 2016
5268,5268,a2984,b818,23 live sex acts [live],against me!,Sep 4 2015,23 live sex acts,against me!,Sep 4 2015
5269,5269,a2987,b820,no closer to heaven,the wonder years,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015
5270,5270,a2987,b824,no closer to heaven,the wonder years,Sep 4 2015,oh wonder,oh wonder,Sep 4 2015
5271,5271,a2987,b831,no closer to heaven,the wonder years,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015
5272,5272,a2989,b1675,rodeo,travis scott,Sep 4 2015,birds in the trap sing mcknight,travis scott,Sep 2 2016
5273,5273,a2989,b77,rodeo,travis scott,Sep 4 2015,days before rodeo,travis scott,Aug 18 2014
5274,5274,a2989,b828,rodeo,travis scott,Sep 4 2015,rodeo,travi$ scott,Sep 4 2015
5275,5275,a299,b3017,brvnx (v),the bronx,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017
5276,5276,a299,b3023,brvnx (v),the bronx,Sep 22 2017,v,the horrors,Sep 22 2017
5277,5277,a299,b3024,brvnx (v),the bronx,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017
5278,5278,a2990,b823,can't fly without gravity,k-os,Sep 4 2015,can't fly without gravity,k-os,Sep 4 2015
5279,5279,a2991,b3047,when i'm free,ane brun,Sep 4 2015,leave me breathless,ane brun,Oct 6 2017
5280,5280,a2991,b819,when i'm free,ane brun,Sep 4 2015,when i'm free,ane brun,Sep 4 2015
5281,5281,a2994,b1682,act iv: rebirth in reprise,the dear hunter,Sep 4 2015,act v: hymns with the devil in confessional,the dear hunter,Sep 9 2016
5282,5282,a2994,b820,act iv: rebirth in reprise,the dear hunter,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015
5283,5283,a2994,b831,act iv: rebirth in reprise,the dear hunter,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015
5284,5284,a2995,b820,resistance,the souljazz orchestra,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015
5285,5285,a2995,b831,resistance,the souljazz orchestra,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015
5286,5286,a2999,b1752,µ20,various artists,Sep 4 2015,trolls: original motion picture soundtrack,various artists,Sep 23 2016
5287,5287,a2999,b1953,µ20,various artists,Sep 4 2015,christmas queens 2,various artists,Nov 11 2016
5288,5288,a2999,b2003,µ20,various artists,Sep 4 2015,the hamilton mixtape,various artists,Dec 2 2016
5289,5289,a2999,b2108,µ20,various artists,Sep 4 2015,"she rocks, vol. 1",various artists,Jan 20 2017
5290,5290,a2999,b2205,µ20,various artists,Sep 4 2015,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
5291,5291,a2999,b2355,µ20,various artists,Sep 4 2015,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
5292,5292,a2999,b2541,µ20,various artists,Sep 4 2015,the fate of the furious: the album,various artists,Apr 14 2017
5293,5293,a2999,b2574,µ20,various artists,Sep 4 2015,guardians of the galaxy vol. 2,various artists,Apr 21 2017
5294,5294,a2999,b2652,µ20,various artists,Sep 4 2015,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
5295,5295,a2999,b2892,µ20,various artists,Sep 4 2015,punk goes pop vol. 7,various artists,Jul 14 2017
5296,5296,a2999,b301,µ20,various artists,Sep 4 2015,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
5297,5297,a2999,b3178,µ20,various artists,Sep 4 2015,quality control: control the streets volume 1,various artists,Dec 8 2017
5298,5298,a2999,b320,µ20,various artists,Sep 4 2015,i'll be home for christmas,various artists,Nov 24 2014
5299,5299,a2999,b321,µ20,various artists,Sep 4 2015,shady xv,various artists,Nov 24 2014
5300,5300,a3,b1611,encore,anderson east,Jan 12 2018,encore,dj snake,Aug 5 2016
5301,5301,a300,b3026,gemini,macklemore,Sep 22 2017,gemini,macklemore,Sep 22 2017
5302,5302,a307,b3027,bring on the sun,laraaji,Sep 22 2017,on the rocks,midland,Sep 22 2017
5303,5303,a308,b1781,roll with the punches,van morrison,Sep 22 2017,keep me singing,van morrison,Sep 30 2016
5304,5304,a308,b2613,roll with the punches,van morrison,Sep 22 2017,the authorized bang collection,van morrison,Apr 28 2017
5305,5305,a308,b3029,roll with the punches,van morrison,Sep 22 2017,roll with the punches,van morrison,Sep 22 2017
5306,5306,a310,b2453,cold dark place [ep],mastodon,Sep 22 2017,emperor of sand,mastodon,Mar 31 2017
5307,5307,a313,b3021,double dutchess,fergie,Sep 22 2017,double dutchess,fergie,Sep 22 2017
5308,5308,a315,b3027,fabriclive 94,midland,Sep 22 2017,on the rocks,midland,Sep 22 2017
5309,5309,a317,b3017,brand new abyss,the blow,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017
5310,5310,a317,b3023,brand new abyss,the blow,Sep 22 2017,v,the horrors,Sep 22 2017
5311,5311,a317,b3024,brand new abyss,the blow,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017
5312,5312,a32,b2152,double or nothing,big sean,Dec 8 2017,i decided.,big sean,Feb 3 2017
5313,5313,a32,b3172,double or nothing,big sean,Dec 8 2017,double or nothing,big sean and metro boomin,Dec 8 2017
5314,5314,a32,b429,double or nothing,big sean,Dec 8 2017,dark sky paradise,big sean,Feb 24 2015
5315,5315,a325,b3017,world of the waking state,steffi,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017
5316,5316,a325,b3018,world of the waking state,steffi,Sep 22 2017,cryptoriana – the seductiveness of decay,cradle of filth,Sep 22 2017
5317,5317,a327,b3009,give more love,ringo starr,Sep 15 2017,give more love,ringo starr,Sep 15 2017
5318,5318,a327,b506,give more love,ringo starr,Sep 15 2017,postcards from paradise,ringo starr,Mar 31 2015
5319,5319,a328,b3007,prophets of rage,prophets of rage,Sep 15 2017,prophets of rage,prophets of rage,Sep 15 2017
5320,5320,a329,b1037,concrete and gold,foo fighters,Sep 15 2017,saint cecilia,foo fighters,Nov 23 2015
5321,5321,a329,b285,concrete and gold,foo fighters,Sep 15 2017,sonic highways,foo fighters,Nov 10 2014
5322,5322,a329,b3003,concrete and gold,foo fighters,Sep 15 2017,concrete and gold,foo fighters,Sep 15 2017
5323,5323,a331,b3012,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,special edition grand master deluxe,the cool kids,Sep 15 2017
5324,5324,a331,b3013,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,carnival iii: the fall and rise of a refugee,wyclef jean,Sep 15 2017
5325,5325,a337,b294,dedicated to bobby jameson,ariel pink,Sep 15 2017,pom pom,ariel pink,Nov 17 2014
5326,5326,a337,b3000,dedicated to bobby jameson,ariel pink,Sep 15 2017,dedicated to bobby jameson,ariel pink,Sep 15 2017
5327,5327,a34,b3176,what makes you country,luke bryan,Dec 8 2017,what makes you country,luke bryan,Dec 8 2017
5328,5328,a34,b768,what makes you country,luke bryan,Dec 8 2017,kill the lights,luke bryan,Aug 7 2015
5329,5329,a341,b1636,mareridt,myrkur,Sep 15 2017,mausoleum,myrkur,Aug 19 2016
5330,5330,a35,b3174,rubba band business: the album,juicy j,Dec 8 2017,rubba band business,juicy j,Dec 8 2017
5331,5331,a351,b2981,lovers,anna of the north,Sep 8 2017,lovers,anna of the north,Sep 8 2017
5332,5332,a351,b2988,lovers,anna of the north,Sep 8 2017,sleep well beast,the national,Sep 8 2017
5333,5333,a353,b1528,hitchhiker,neil young,Sep 8 2017,earth,neil young,Jun 17 2016
5334,5334,a353,b2014,hitchhiker,neil young,Sep 8 2017,peace trail,neil young,Dec 9 2016
5335,5335,a353,b677,hitchhiker,neil young,Sep 8 2017,the monsanto years,neil young,Jun 16 2015
5336,5336,a354,b2990,hippopotamus,sparks,Sep 8 2017,hippopotamus,sparks,Sep 8 2017
5337,5337,a355,b2981,sleep well beast,the national,Sep 8 2017,lovers,anna of the north,Sep 8 2017
5338,5338,a355,b2988,sleep well beast,the national,Sep 8 2017,sleep well beast,the national,Sep 8 2017
5339,5339,a359,b41,antisocialites,alvvays,Sep 8 2017,alvvays,alvvays,Jul 22 2014
5340,5340,a36,b2243,lex,visible cloaks,Dec 8 2017,reassemblage,visible cloaks,Feb 17 2017
5341,5341,a360,b196,okovi,zola jesus,Sep 8 2017,taiga,zola jesus,Oct 6 2014
5342,5342,a360,b2996,okovi,zola jesus,Sep 8 2017,okovi,zola jesus,Sep 8 2017
5343,5343,a362,b2994,native invader,tori amos,Sep 8 2017,native invader,tori amos,Sep 8 2017
5344,5344,a367,b2981,out of all this blue,the waterboys,Sep 8 2017,lovers,anna of the north,Sep 8 2017
5345,5345,a367,b2988,out of all this blue,the waterboys,Sep 8 2017,sleep well beast,the national,Sep 8 2017
5346,5346,a369,b2983,all the light above it too,jack johnson,Sep 8 2017,all the light above it too,jack johnson,Sep 8 2017
5347,5347,a370,b2985,shade,living colour,Sep 8 2017,shade,living colour,Sep 8 2017
5348,5348,a371,b586,parallels,nosaj thing,Sep 8 2017,fated,nosaj thing,May 4 2015
5349,5349,a373,b2981,how did i find myself here?,the dream syndicate,Sep 8 2017,lovers,anna of the north,Sep 8 2017
5350,5350,a373,b2988,how did i find myself here?,the dream syndicate,Sep 8 2017,sleep well beast,the national,Sep 8 2017
5351,5351,a374,b1381,the source,tony allen,Sep 8 2017,the source,afro celt sound system,Apr 29 2016
5352,5352,a374,b2588,the source,tony allen,Sep 8 2017,the source,ayreon,Apr 28 2017
5353,5353,a375,b2986,a moment apart,odesza,Sep 8 2017,a moment apart,odesza,Sep 8 2017
5354,5354,a38,b3169,war & leisure,miguel,Dec 1 2017,war & leisure,miguel,Dec 1 2017
5355,5355,a38,b705,war & leisure,miguel,Dec 1 2017,wildheart,miguel,Jun 30 2015
5356,5356,a382,b2981,the surfing magazines,the surfing magazines,Sep 8 2017,lovers,anna of the north,Sep 8 2017
5357,5357,a382,b2988,the surfing magazines,the surfing magazines,Sep 8 2017,sleep well beast,the national,Sep 8 2017
5358,5358,a383,b811,under cöver,motörhead,Sep 1 2017,bad magic,motörhead,Aug 28 2015
5359,5359,a384,b2972,omnion,hercules & love affair,Sep 1 2017,omnion,hercules and love affair,Sep 1 2017
5360,5360,a385,b1324,every country's sun,mogwai,Sep 1 2017,atomic,mogwai,Apr 1 2016
5361,5361,a385,b2976,every country's sun,mogwai,Sep 1 2017,every country's sun,mogwai,Sep 1 2017
5362,5362,a385,b961,every country's sun,mogwai,Sep 1 2017,central belters,mogwai,Oct 23 2015
5363,5363,a386,b2974,american dream,lcd soundsystem,Sep 1 2017,american dream,lcd soundsystem,Sep 1 2017
5364,5364,a388,b2973,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,live at terminal 5,the knife,Sep 1 2017
5365,5365,a388,b2977,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017
5366,5366,a388,b2979,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,freedom child,the script,Sep 1 2017
5367,5367,a389,b2973,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,live at terminal 5,the knife,Sep 1 2017
5368,5368,a389,b2977,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017
5369,5369,a389,b2979,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,freedom child,the script,Sep 1 2017
5370,5370,a391,b1374,endangered philosophies,dälek,Sep 1 2017,asphalt for eden,dälek,Apr 22 2016
5371,5371,a392,b1525,hearts that strain,jake bugg,Sep 1 2017,on my one,jake bugg,Jun 17 2016
5372,5372,a396,b2964,orc,oh sees,Aug 25 2017,orc,oh sees,Aug 25 2017
5373,5373,a398,b2959,a deeper understanding,the war on drugs,Aug 25 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
5374,5374,a398,b2963,a deeper understanding,the war on drugs,Aug 25 2017,be here now,the mynabirds,Aug 25 2017
5375,5375,a398,b2967,a deeper understanding,the war on drugs,Aug 25 2017,villains,queens of the stone age,Aug 25 2017
5376,5376,a398,b2969,a deeper understanding,the war on drugs,Aug 25 2017,a deeper understanding,the war on drugs,Aug 25 2017
5377,5377,a4,b359,a day with the homies [ep],panda bear,Jan 12 2018,panda bear meets the grim reaper,panda bear,Jan 13 2015
5378,5378,a40,b1781,versatile,van morrison,Dec 1 2017,keep me singing,van morrison,Sep 30 2016
5379,5379,a40,b2613,versatile,van morrison,Dec 1 2017,the authorized bang collection,van morrison,Apr 28 2017
5380,5380,a40,b3029,versatile,van morrison,Dec 1 2017,roll with the punches,van morrison,Sep 22 2017
5381,5381,a401,b2959,villains,queens of the stone age,Aug 25 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017
5382,5382,a401,b2963,villains,queens of the stone age,Aug 25 2017,be here now,the mynabirds,Aug 25 2017
5383,5383,a401,b2967,villains,queens of the stone age,Aug 25 2017,villains,queens of the stone age,Aug 25 2017
5384,5384,a401,b2969,villains,queens of the stone age,Aug 25 2017,a deeper understanding,the war on drugs,Aug 25 2017
